10;0;0;0.0028069019317626953;6765;1;0.002450227737426758;5526;2;0.0010037422180175781;5630;
10;1;0;0.0025589466094970703;8679;1;0.002476215362548828;6866;2;0.0009839534759521484;7498;
10;2;0;0.0025777816772460938;8409;1;0.002475738525390625;6528;2;0.0009808540344238281;7201;
10;3;0;0.002544879913330078;7106;1;0.0024971961975097656;5473;2;0.000985860824584961;6106;
10;4;0;0.002530813217163086;5645;1;0.00247955322265625;5141;2;0.0009789466857910156;5014;
10;5;0;0.0025527477264404297;8512;1;0.0024750232696533203;5882;2;0.0009813308715820312;6359;
10;6;0;0.0029838085174560547;6940;1;0.0024461746215820312;6288;2;0.0009868144989013672;7202;
10;7;0;0.0025811195373535156;7259;1;0.002503633499145508;5133;2;0.0010848045349121094;5133;
10;8;0;0.002560138702392578;5099;1;0.002451181411743164;5170;2;0.0009827613830566406;4977;
10;9;0;0.002532482147216797;7174;1;0.002470254898071289;6171;2;0.0009875297546386719;6318;
11;0;0;0.0026807785034179688;7216;1;0.003510713577270508;6276;2;0.0012691020965576172;6016;
11;1;0;0.0027611255645751953;11123;1;0.0035293102264404297;6904;2;0.001413106918334961;8861;
11;2;0;0.003117799758911133;7481;1;0.003469705581665039;6117;2;0.0012691020965576172;6851;
11;3;0;0.0026884078979492188;6875;1;0.0035140514373779297;5219;2;0.001275777816772461;5801;
11;4;0;0.0027184486389160156;8590;1;0.003484487533569336;6001;2;0.001279592514038086;7433;
11;5;0;0.0027680397033691406;8799;1;0.0035254955291748047;6043;2;0.0012748241424560547;7228;
11;6;0;0.002682924270629883;9538;1;0.003490447998046875;7291;2;0.0012714862823486328;8197;
11;7;0;0.0028862953186035156;8498;1;0.0035088062286376953;7050;2;0.0014796257019042969;6972;
11;8;0;0.0027322769165039062;8352;1;0.003468036651611328;5564;2;0.0012786388397216797;6435;
11;9;0;0.0027208328247070312;8122;1;0.003516674041748047;5637;2;0.0012810230255126953;5637;
12;0;0;0.0028951168060302734;7335;1;0.004845619201660156;5132;2;0.0016379356384277344;6479;
12;1;0;0.002961874008178711;9183;1;0.004840850830078125;6789;2;0.0016362667083740234;7746;
12;2;0;0.0028841495513916016;10090;1;0.0047986507415771484;7646;2;0.0016405582427978516;8713;
12;3;0;0.002837657928466797;8830;1;0.00484013557434082;6551;2;0.0016124248504638672;7049;
12;4;0;0.0030069351196289062;8504;1;0.004813194274902344;5243;2;0.0016465187072753906;5198;
12;5;0;0.002861499786376953;7755;1;0.004819631576538086;5641;2;0.0016160011291503906;6981;
12;6;0;0.002900362014770508;8879;1;0.004775047302246094;6850;2;0.0016410350799560547;7658;
12;7;0;0.0030069351196289062;7841;1;0.006049633026123047;5294;2;0.001684427261352539;6092;
12;8;0;0.002880096435546875;7335;1;0.004789113998413086;5819;2;0.0016777515411376953;6081;
12;9;0;0.0036067962646484375;7393;1;0.0051877498626708984;5555;2;0.0016720294952392578;6413;
13;0;0;0.003053903579711914;8944;1;0.006470203399658203;7030;2;0.0023984909057617188;8267;
13;1;0;0.0032036304473876953;11996;1;0.0067670345306396484;7455;2;0.002554178237915039;7627;
13;2;0;0.003238201141357422;11600;1;0.007174253463745117;6189;2;0.0026848316192626953;6489;
13;3;0;0.003233194351196289;10292;1;0.00726628303527832;6244;2;0.0026590824127197266;7932;
13;4;0;0.003170013427734375;10475;1;0.0067996978759765625;6573;2;0.0031375885009765625;7122;
13;5;0;0.003401041030883789;10160;1;0.006978034973144531;6636;2;0.0029993057250976562;7926;
13;6;0;0.003297567367553711;10181;1;0.006780862808227539;6324;2;0.002593994140625;8049;
13;7;0;0.0034885406494140625;9752;1;0.006844282150268555;6839;2;0.002628803253173828;7423;
13;8;0;0.0033566951751708984;11971;1;0.006989002227783203;6731;2;0.0026121139526367188;9466;
13;9;0;0.0032243728637695312;8569;1;0.007220745086669922;5836;2;0.002660989761352539;5924;
14;0;0;0.0033245086669921875;11334;1;0.009859800338745117;7827;2;0.0026454925537109375;8784;
14;1;0;0.003344297409057617;11287;1;0.010249614715576172;7189;2;0.0026810169219970703;7438;
14;2;0;0.0035445690155029297;10070;1;0.013101339340209961;6052;2;0.002740621566772461;7529;
14;3;0;0.0035409927368164062;11229;1;0.009786844253540039;8055;2;0.0026814937591552734;7307;
14;4;0;0.0035886764526367188;10542;1;0.009584903717041016;7172;2;0.002663850784301758;7184;
