10;0;0;0.002920389175415039;8002;1;0.002649545669555664;6153;2;0.001088857650756836;7859;3;0.0038034915924072266;6153;
10;1;0;0.0035216808319091797;6959;1;0.0027070045471191406;4898;2;0.0011217594146728516;5309;3;0.003817319869995117;4898;
10;2;0;0.003032207489013672;8400;1;0.002927541732788086;6738;2;0.0012259483337402344;6764;3;0.003864765167236328;6738;
10;3;0;0.003004789352416992;7565;1;0.0025949478149414062;5821;2;0.0012054443359375;5959;3;0.0036115646362304688;5821;
10;4;0;0.003360271453857422;7527;1;0.0028629302978515625;5883;2;0.0010921955108642578;6705;3;0.0037844181060791016;5883;
10;5;0;0.0030405521392822266;6353;1;0.0028924942016601562;5152;2;0.001100301742553711;5814;3;0.0035707950592041016;5103;
10;6;0;0.00310516357421875;5823;1;0.002622365951538086;4790;2;0.001062631607055664;4706;3;0.00400996208190918;4790;
10;7;0;0.0032596588134765625;6506;1;0.002571582794189453;6143;2;0.001085042953491211;6374;3;0.003563404083251953;5946;
10;8;0;0.0031986236572265625;6472;1;0.002943754196166992;5773;2;0.0011096000671386719;5091;3;0.0036013126373291016;5091;
10;9;0;0.0031583309173583984;8561;1;0.0025920867919921875;6177;2;0.0012238025665283203;6177;3;0.003841876983642578;6177;
11;0;0;0.0033271312713623047;8737;1;0.0037384033203125;5781;2;0.0015339851379394531;5967;3;0.0052967071533203125;5781;
11;1;0;0.0031697750091552734;7935;1;0.0038154125213623047;7006;2;0.001428365707397461;6836;3;0.005534648895263672;6471;
11;2;0;0.0031099319458007812;6980;1;0.0037469863891601562;5189;2;0.0013761520385742188;5381;3;0.005541324615478516;5014;
11;3;0;0.0030777454376220703;9469;1;0.00376129150390625;7119;2;0.0014529228210449219;7662;3;0.0055005550384521484;6366;
11;4;0;0.002927541732788086;6600;1;0.003972291946411133;6091;2;0.0014185905456542969;6101;3;0.0055582523345947266;6091;
11;5;0;0.002942800521850586;9381;1;0.004039764404296875;7500;2;0.0014781951904296875;7426;3;0.005531787872314453;7273;
11;6;0;0.0030531883239746094;6718;1;0.003679037094116211;5591;2;0.0015006065368652344;5685;3;0.005654096603393555;5591;
11;7;0;0.002948760986328125;8192;1;0.0038433074951171875;6912;2;0.0013859272003173828;7223;3;0.006333112716674805;6804;
11;8;0;0.002936124801635742;9396;1;0.004003286361694336;6157;2;0.0013799667358398438;6748;3;0.0059125423431396484;5935;
11;9;0;0.0030930042266845703;9023;1;0.0037317276000976562;6315;2;0.0017359256744384766;6315;3;0.005753517150878906;6270;
12;0;0;0.0031282901763916016;8907;1;0.005166053771972656;6246;2;0.0017580986022949219;7389;3;0.007676601409912109;6179;
12;1;0;0.0031175613403320312;9882;1;0.005238771438598633;7026;2;0.0017733573913574219;8431;3;0.007933855056762695;6878;
12;2;0;0.0031862258911132812;9643;1;0.005056619644165039;6218;2;0.0017476081848144531;7137;3;0.007813215255737305;6218;
12;3;0;0.003184080123901367;8096;1;0.005170106887817383;5803;2;0.0017595291137695312;5697;3;0.007957935333251953;5572;
12;4;0;0.003147125244140625;7519;1;0.0051212310791015625;5807;2;0.0017638206481933594;6866;3;0.007950067520141602;5677;
12;5;0;0.003172159194946289;8630;1;0.0051233768463134766;6004;2;0.0017631053924560547;7832;3;0.007904767990112305;6004;
12;6;0;0.003156423568725586;9216;1;0.005086660385131836;6251;2;0.0017952919006347656;6837;3;0.007750511169433594;6018;
12;7;0;0.003053903579711914;8490;1;0.005100250244140625;6308;2;0.001811981201171875;6812;3;0.007836341857910156;6294;
12;8;0;0.0031354427337646484;8137;1;0.005097150802612305;6120;2;0.0017344951629638672;6033;3;0.007869958877563477;5994;
12;9;0;0.0032110214233398438;9475;1;0.005160808563232422;6247;2;0.0017924308776855469;6269;3;0.007844924926757812;6247;
13;0;0;0.0033614635467529297;9673;1;0.006850004196166992;6546;2;0.002896547317504883;8325;3;0.009271383285522461;6546;
13;1;0;0.0033044815063476562;11420;1;0.006872653961181641;7061;2;0.0027570724487304688;9138;3;0.009370088577270508;7061;
13;2;0;0.003259897232055664;9221;1;0.006893157958984375;5981;2;0.002860546112060547;6557;3;0.009273767471313477;5969;
13;3;0;0.00335693359375;8279;1;0.0068359375;5217;2;0.0028536319732666016;6345;3;0.009662628173828125;5217;
13;4;0;0.0032880306243896484;11234;1;0.0071048736572265625;6549;2;0.003922700881958008;6884;3;0.008933782577514648;6549;
13;5;0;0.0033223628997802734;11309;1;0.007092475891113281;7570;2;0.003425121307373047;7696;3;0.009135246276855469;7386;
13;6;0;0.003298521041870117;10378;1;0.0068781375885009766;7456;2;0.0028219223022460938;8535;3;0.00940394401550293;7011;
13;7;0;0.003304719924926758;11395;1;0.006854057312011719;7317;2;0.0029070377349853516;8200;3;0.009316682815551758;7317;
13;8;0;0.0033190250396728516;8957;1;0.006798267364501953;6272;2;0.0027680397033691406;7919;3;0.009265422821044922;6272;
13;9;0;0.0032482147216796875;8252;1;0.006936788558959961;5449;2;0.002848386764526367;5449;3;0.009332656860351562;5449;
14;0;0;0.0034554004669189453;11334;1;0.00983881950378418;6979;2;0.0034291744232177734;7800;3;0.011768579483032227;6716;
14;1;0;0.003527402877807617;12253;1;0.010668277740478516;7116;2;0.002859354019165039;8805;3;0.011479616165161133;6921;
14;2;0;0.0034363269805908203;13731;1;0.010491371154785156;8190;2;0.002936840057373047;9172;3;0.011873722076416016;8179;
14;3;0;0.003474712371826172;10457;1;0.010365009307861328;5048;2;0.003009319305419922;6603;3;0.011693239212036133;5048;
14;4;0;0.00333404541015625;12060;1;0.009464025497436523;6868;2;0.0028047561645507812;7170;3;0.011409521102905273;6715;
14;5;0;0.0033745765686035156;10847;1;0.009722232818603516;7384;2;0.003048419952392578;8310;3;0.011092901229858398;7263;
14;6;0;0.0032465457916259766;10956;1;0.009690284729003906;6498;2;0.0030078887939453125;8564;3;0.01109457015991211;6498;
14;7;0;0.0032777786254882812;9986;1;0.009476184844970703;6242;2;0.003292560577392578;7933;3;0.011380195617675781;6116;
14;8;0;0.003283262252807617;9492;1;0.009704351425170898;6448;2;0.003369569778442383;7226;3;0.011140108108520508;6341;
14;9;0;0.003307342529296875;7582;1;0.009778738021850586;5220;2;0.0031948089599609375;6189;3;0.011163473129272461;4857;
15;0;0;0.0035071372985839844;11405;1;0.013324499130249023;8691;2;0.003383636474609375;9260;3;0.015108346939086914;8469;
15;1;0;0.003627777099609375;12817;1;0.012897491455078125;6650;2;0.003239870071411133;7324;3;0.014165639877319336;6650;
15;2;0;0.0034334659576416016;10986;1;0.012709379196166992;6333;2;0.003222227096557617;7170;3;0.014240741729736328;6291;
15;3;0;0.003456592559814453;13966;1;0.012359619140625;8223;2;0.0032029151916503906;8265;3;0.014268875122070312;7949;
15;4;0;0.003435373306274414;11960;1;0.012746334075927734;8521;2;0.003251314163208008;8577;3;0.01423501968383789;8319;
15;5;0;0.00341033935546875;10404;1;0.012929201126098633;6667;2;0.0032205581665039062;7916;3;0.014180660247802734;6667;
15;6;0;0.0034477710723876953;12993;1;0.012452363967895508;6878;2;0.003388643264770508;8415;3;0.013988733291625977;6878;
15;7;0;0.003515958786010742;12785;1;0.012350082397460938;8560;2;0.0032660961151123047;8651;3;0.014267683029174805;7874;
15;8;0;0.003441333770751953;11339;1;0.012490034103393555;6070;2;0.0032050609588623047;6805;3;0.014411687850952148;5955;
15;9;0;0.0034105777740478516;13439;1;0.012389659881591797;7284;2;0.003244161605834961;8184;3;0.014122724533081055;7284;
16;0;0;0.0036160945892333984;15420;1;0.015382528305053711;7819;2;0.0038433074951171875;10484;3;0.01766657829284668;7819;
16;1;0;0.003551006317138672;13485;1;0.015529632568359375;7210;2;0.00389862060546875;9630;3;0.017847299575805664;7130;
16;2;0;0.0036897659301757812;12411;1;0.015751361846923828;7653;2;0.0038590431213378906;8108;3;0.018055438995361328;6696;
16;3;0;0.0036475658416748047;14428;1;0.015454530715942383;6874;2;0.003835916519165039;8787;3;0.017696619033813477;6874;
16;4;0;0.0035865306854248047;13466;1;0.01554107666015625;7602;2;0.0038585662841796875;9256;3;0.017865419387817383;7602;
16;5;0;0.0036339759826660156;13333;1;0.015607833862304688;7914;2;0.003931999206542969;7801;3;0.01807689666748047;7686;
16;6;0;0.003620147705078125;12026;1;0.015773296356201172;6796;2;0.003894805908203125;7748;3;0.01801443099975586;6796;
16;7;0;0.003604888916015625;12424;1;0.01571512222290039;6733;2;0.003960371017456055;7094;3;0.017841339111328125;6678;
16;8;0;0.0035932064056396484;12529;1;0.016106128692626953;7448;2;0.0038683414459228516;8514;3;0.018494129180908203;7336;
16;9;0;0.0036525726318359375;12755;1;0.016231775283813477;6941;2;0.0038309097290039062;9016;3;0.017819881439208984;6464;
17;0;0;0.003822803497314453;12026;1;0.019959688186645508;7259;2;0.004581451416015625;8213;3;0.02211618423461914;6880;
17;1;0;0.003769397735595703;14395;1;0.019700050354003906;7244;2;0.004596710205078125;8539;3;0.022263288497924805;7244;
